"year","tournaments","sec","date","kickoff","home","score","away","venue","att","broadcast"
"2023","Ｊ２","第１９節第１日","06/03(土)","14:00","金沢","vs","群馬","石川西部"," ","ＤＡＺＮ"
"2023","Ｊ２","第１９節第１日","06/03(土)","14:00","藤枝","vs","栃木","藤枝サ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１９節第１日","06/03(土)","14:00","山口","vs","長崎","みらスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１９節第１日","06/03(土)","16:00","磐田","vs","秋田","ヤマハ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１９節第１日","06/03(土)","18:00","千葉","vs","町田","フクアリ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１９節第１日","06/03(土)","19:00","岡山","vs","徳島","Ｃスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１２節第１日","06/03(土)","13:00","福島","vs","YS横浜","あいづ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１２節第１日","06/03(土)","14:00","松本","vs","相模原","サンアル"," ","ＤＡＺＮ／長野朝日放送"
"2023","Ｊ３","第１２節第１日","06/03(土)","14:00","北九州","vs","愛媛","ミクスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１２節第１日","06/03(土)","15:00","奈良","vs","鹿児島","ロートＦ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１２節第１日","06/03(土)","18:00","岩手","vs","今治","いわスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１２節第１日","06/03(土)","18:30","琉球","vs","沼津","タピスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１６節第２日","06/04(日)","14:00","広島","vs","京都","Ｅスタ"," ","ＤＡＺＮ／広島ホームテレビ"
"2023","Ｊ１","第１６節第２日","06/04(日)","17:00","浦和","vs","鹿島","埼玉"," ","ＤＡＺＮ"
"2023","Ｊ２","第１９節第２日","06/04(日)","14:00","東京Ｖ","vs","仙台","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１９節第２日","06/04(日)","14:00","大分","vs","甲府","レゾド"," ","ＤＡＺＮ"
"2023","Ｊ３","第１２節第２日","06/04(日)","13:00","FC大阪","vs","長野","花園"," ","ＤＡＺＮ"
"2023","Ｊ３","第１２節第２日","06/04(日)","13:00","鳥取","vs","岐阜","Ａｘｉｓ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１２節第２日","06/04(日)","14:00","八戸","vs","宮崎","プラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１２節第２日","06/04(日)","14:00","富山","vs","讃岐","富山"," ","ＤＡＺＮ"
"2023","Ｊ１","第１７節第１日","06/10(土)","16:00","横浜FM","vs","柏","日産ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第１７節第１日","06/10(土)","19:00","Ｃ大阪","vs","神戸","ヨドコウ"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ１","第１７節第１日","06/10(土)","19:00","鳥栖","vs","札幌","駅スタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１３節第１日","06/10(土)","17:00","YS横浜","vs","愛媛","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１３節第１日","06/10(土)","19:00","鹿児島","vs","八戸","白波スタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１７節第２日","06/11(日)","14:00","新潟","vs","京都","デンカＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１７節第２日","06/11(日)","16:00","名古屋","vs","福岡","豊田ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第１７節第２日","06/11(日)","18:00","鹿島","vs","湘南","カシマ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１７節第２日","06/11(日)","18:00","Ｇ大阪","vs","FC東京","パナスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１７節第２日","06/11(日)","18:30","横浜FC","vs","浦和","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１７節第２日","06/11(日)","19:00","川崎Ｆ","vs","広島","等々力"," ","ＤＡＺＮ"
"2023","Ｊ２","第２０節第１日","06/11(日)","13:05","仙台","vs","磐田","ユアスタ"," ","ＤＡＺＮ／ＮＨＫ仙台"
"2023","Ｊ２","第２０節第１日","06/11(日)","14:00","秋田","vs","金沢","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２０節第１日","06/11(日)","14:00","山形","vs","いわき","ＮＤスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２０節第１日","06/11(日)","14:00","町田","vs","長崎","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２０節第１日","06/11(日)","16:00","水戸","vs","千葉","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２０節第１日","06/11(日)","16:00","甲府","vs","山口","ＪＩＴス"," ","ＤＡＺＮ"
"2023","Ｊ２","第２０節第１日","06/11(日)","16:00","徳島","vs","栃木","鳴門大塚"," ","ＤＡＺＮ"
"2023","Ｊ２","第２０節第１日","06/11(日)","18:00","群馬","vs","大分","正田スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２０節第１日","06/11(日)","18:00","大宮","vs","藤枝","ＮＡＣＫ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２０節第１日","06/11(日)","19:00","岡山","vs","東京Ｖ","Ｃスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２０節第１日","06/11(日)","19:00","熊本","vs","清水","えがおＳ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１３節第２日","06/11(日)","14:00","富山","vs","鳥取","富山"," ","ＤＡＺＮ"
"2023","Ｊ３","第１３節第２日","06/11(日)","14:00","沼津","vs","岐阜","愛鷹"," ","ＤＡＺＮ"
"2023","Ｊ３","第１３節第２日","06/11(日)","15:00","福島","vs","FC大阪","とうスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１３節第２日","06/11(日)","16:00","讃岐","vs","岩手","ピカスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１３節第２日","06/11(日)","16:00","北九州","vs","奈良","ミクスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１３節第２日","06/11(日)","18:00","相模原","vs","宮崎","ギオンス"," ","ＤＡＺＮ"
"2023","Ｊ３","第１３節第２日","06/11(日)","18:00","長野","vs","琉球","長野Ｕ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１３節第２日","06/11(日)","18:00","今治","vs","松本","里山Ｓ"," ","ＤＡＺＮ／愛媛朝日テレビ（録）"
"2023","Ｊ２","第２１節第１日","06/17(土)","14:00","藤枝","vs","熊本","藤枝サ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２１節第１日","06/17(土)","18:00","金沢","vs","水戸","石川西部"," ","ＤＡＺＮ"
"2023","Ｊ２","第２１節第１日","06/17(土)","19:00","徳島","vs","山形","鳴門大塚"," ","ＤＡＺＮ"
"2023","Ｊ２","第２１節第１日","06/17(土)","19:00","長崎","vs","大宮","トラスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２１節第１日","06/17(土)","19:00","大分","vs","岡山","レゾド"," ","ＤＡＺＮ"
"2023","Ｊ３","第１４節第１日","06/17(土)","17:00","宮崎","vs","今治","ユニスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１４節第１日","06/17(土)","18:00","岩手","vs","富山","いわスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１４節第１日","06/17(土)","18:00","松本","vs","讃岐","サンアル"," ","ＤＡＺＮ"
"2023","Ｊ３","第１４節第１日","06/17(土)","18:00","愛媛","vs","奈良","ニンスタ"," ","ＤＡＺＮ／南海放送（録）"
"2023","Ｊ３","第１４節第１日","06/17(土)","19:00","鳥取","vs","北九州","Ａｘｉｓ"," ","ＤＡＺＮ"
"2023","ＹＬＣ グループステージＡグループ","第６節第１日","06/18(日)","18:00","札幌","vs","磐田","札幌ド"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＡグループ","第６節第１日","06/18(日)","18:00","横浜FM","vs","鳥栖","ニッパツ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＢグループ","第６節第１日","06/18(日)","18:00","湘南","vs","川崎Ｆ","レモンＳ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＢグループ","第６節第１日","06/18(日)","18:00","清水","vs","浦和","アイスタ"," ","ＴＶ放送：フジテレビＴＷＯ／インターネット配信：ＦＯＤ／ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＣグループ","第６節第１日","06/18(日)","18:00","名古屋","vs","広島","豊田ス"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＣグループ","第６節第１日","06/18(日)","18:00","神戸","vs","横浜FC","ノエスタ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＤグループ","第６節第１日","06/18(日)","18:00","鹿島","vs","新潟","カシマ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＤグループ","第６節第１日","06/18(日)","18:00","柏","vs","福岡","三協Ｆ柏"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＥグループ","第６節第１日","06/18(日)","18:00","京都","vs","FC東京","サンガＳ"," ","ＴＶ放送：フジテレビＮＥＸＴ／インターネット配信：ＦＯＤ／ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＥグループ","第６節第１日","06/18(日)","18:00","Ｃ大阪","vs","Ｇ大阪","ヨドコウ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","Ｊ２","第２１節第２日","06/18(日)","14:00","山口","vs","仙台","みらスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２１節第２日","06/18(日)","16:00","いわき","vs","千葉","いわきＧ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２１節第２日","06/18(日)","18:00","栃木","vs","町田","カンセキ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２１節第２日","06/18(日)","18:00","東京Ｖ","vs","群馬","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１４節第２日","06/18(日)","14:00","八戸","vs","福島","プラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１４節第２日","06/18(日)","14:00","長野","vs","鹿児島","長野Ｕ"," ","ＤＡＺＮ／信越放送"
"2023","Ｊ３","第１４節第２日","06/18(日)","14:00","沼津","vs","YS横浜","愛鷹"," ","ＤＡＺＮ"
"2023","Ｊ３","第１４節第２日","06/18(日)","17:00","FC大阪","vs","琉球","花園"," ","ＤＡＺＮ"
"2023","Ｊ３","第１４節第２日","06/18(日)","19:00","岐阜","vs","相模原","長良川"," ","ＤＡＺＮ"
"2023","Ｊ１","第１８節第１日","06/24(土)","14:00","札幌","vs","Ｃ大阪","札幌ド"," ","ＤＡＺＮ"
"2023","Ｊ１","第１８節第１日","06/24(土)","19:00","柏","vs","新潟","三協Ｆ柏"," ","ＤＡＺＮ"
"2023","Ｊ１","第１８節第１日","06/24(土)","19:00","FC東京","vs","名古屋","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１８節第１日","06/24(土)","19:00","湘南","vs","鳥栖","レモンＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１８節第１日","06/24(土)","19:00","京都","vs","横浜FC","サンガＳ"," ","ＤＡＺＮ／ＫＢＳ京都"
"2023","Ｊ１","第１８節第１日","06/24(土)","19:00","Ｇ大阪","vs","鹿島","パナスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１８節第１日","06/24(土)","19:00","広島","vs","横浜FM","Ｅスタ"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ１","第１８節第１日","06/24(土)","19:30","浦和","vs","川崎Ｆ","埼玉"," ","ＤＡＺＮ"
"2023","Ｊ２","第２２節第１日","06/24(土)","14:00","秋田","vs","藤枝","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２２節第１日","06/24(土)","18:00","水戸","vs","町田","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２２節第１日","06/24(土)","18:00","栃木","vs","山口","カンセキ"," ","ＤＡＺＮ／とちぎテレビ"
"2023","Ｊ２","第２２節第１日","06/24(土)","18:00","大宮","vs","いわき","ＮＡＣＫ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２２節第１日","06/24(土)","18:00","甲府","vs","岡山","ＪＩＴス"," ","ＤＡＺＮ"
"2023","Ｊ２","第２２節第１日","06/24(土)","19:00","山形","vs","東京Ｖ","ＮＤスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２２節第１日","06/24(土)","19:00","千葉","vs","大分","フクアリ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２２節第１日","06/24(土)","19:00","長崎","vs","金沢","トラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１５節第１日","06/24(土)","15:00","奈良","vs","沼津","ロートＦ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１５節第１日","06/24(土)","17:00","YS横浜","vs","FC大阪","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１５節第１日","06/24(土)","18:00","岩手","vs","松本","いわスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１５節第１日","06/24(土)","18:00","富山","vs","八戸","富山"," ","ＤＡＺＮ"
"2023","Ｊ３","第１５節第１日","06/24(土)","18:00","愛媛","vs","相模原","ニンスタ"," ","ＤＡＺＮ／南海放送（録）"
"2023","Ｊ３","第１５節第１日","06/24(土)","18:00","今治","vs","讃岐","里山Ｓ"," ","ＤＡＺＮ／愛媛朝日テレビ（録）"
"2023","Ｊ３","第１５節第１日","06/24(土)","18:00","北九州","vs","長野","ミクスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１５節第１日","06/24(土)","18:30","琉球","vs","宮崎","タピスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１５節第１日","06/24(土)","19:00","福島","vs","岐阜","とうスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１５節第１日","06/24(土)","19:00","鹿児島","vs","鳥取","白波スタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１８節第２日","06/25(日)","19:00","福岡","vs","神戸","ベススタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２２節第２日","06/25(日)","18:00","仙台","vs","徳島","ユアスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２２節第２日","06/25(日)","19:00","熊本","vs","磐田","えがおＳ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２２節第２日","06/25(日)","19:30","群馬","vs","清水","正田スタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１２節第３日","06/28(水)","19:30","浦和","vs","湘南","埼玉"," ","ＤＡＺＮ"
"2023","Ｊ２","第２１節第３日","06/28(水)","19:00","清水","vs","秋田","アイスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２１節第３日","06/28(水)","19:00","磐田","vs","甲府","ヤマハ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１９節第１日","06/30(金)","19:00","Ｃ大阪","vs","福岡","ヨドコウ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１９節第２日","07/01(土)","18:00","鹿島","vs","京都","カシマ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１９節第２日","07/01(土)","18:00","新潟","vs","広島","デンカＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１９節第２日","07/01(土)","18:00","名古屋","vs","川崎Ｆ","豊田ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第１９節第２日","07/01(土)","18:30","横浜FC","vs","Ｇ大阪","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１９節第２日","07/01(土)","19:00","FC東京","vs","柏","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１９節第２日","07/01(土)","19:00","神戸","vs","札幌","ノエスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１９節第２日","07/01(土)","19:00","鳥栖","vs","浦和","駅スタ"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ２","第２３節第１日","07/01(土)","18:00","町田","vs","大宮","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２３節第１日","07/01(土)","18:00","清水","vs","長崎","アイスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２３節第１日","07/01(土)","19:00","千葉","vs","甲府","フクアリ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２３節第１日","07/01(土)","19:00","金沢","vs","栃木","石川西部"," ","ＤＡＺＮ"
"2023","Ｊ２","第２３節第１日","07/01(土)","19:00","磐田","vs","大分","ヤマハ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２３節第１日","07/01(土)","19:00","藤枝","vs","山口","藤枝サ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２３節第１日","07/01(土)","19:00","岡山","vs","水戸","Ｃスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２３節第１日","07/01(土)","19:00","徳島","vs","群馬","鳴門大塚"," ","ＤＡＺＮ"
"2023","Ｊ２","第２３節第１日","07/01(土)","19:30","山形","vs","仙台","ＮＤスタ"," ","ＤＡＺＮ／ＮＨＫ山形"
"2023","Ｊ３","第１６節第１日","07/01(土)","17:00","宮崎","vs","YS横浜","ユニスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１６節第１日","07/01(土)","18:00","相模原","vs","八戸","ギオンス"," ","ＤＡＺＮ"
"2023","Ｊ３","第１６節第１日","07/01(土)","18:00","松本","vs","愛媛","サンアル"," ","ＤＡＺＮ"
"2023","Ｊ３","第１６節第１日","07/01(土)","18:00","長野","vs","今治","長野Ｕ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１６節第１日","07/01(土)","18:00","富山","vs","鹿児島","富山"," ","ＤＡＺＮ"
"2023","Ｊ３","第１６節第１日","07/01(土)","19:00","福島","vs","奈良","とうスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１６節第１日","07/01(土)","19:00","鳥取","vs","FC大阪","Ａｘｉｓ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１６節第１日","07/01(土)","","沼津","vs","北九州","愛鷹"," ","ＤＡＺＮ"
"2023","Ｊ１","第１９節第３日","07/02(日)","19:00","横浜FM","vs","湘南","日産ス"," ","ＤＡＺＮ"
"2023","Ｊ２","第２３節第２日","07/02(日)","18:00","秋田","vs","いわき","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２３節第２日","07/02(日)","19:00","熊本","vs","東京Ｖ","えがおＳ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１６節第２日","07/02(日)","16:00","讃岐","vs","琉球","ピカスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１６節第２日","07/02(日)","19:00","岐阜","vs","岩手","長良川"," ","ＤＡＺＮ"
"2023","Ｊ２","第２４節第１日","07/05(水)","19:00","仙台","vs","清水","ユアスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２４節第１日","07/05(水)","19:00","いわき","vs","栃木","いわきＧ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２４節第１日","07/05(水)","19:00","水戸","vs","徳島","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２４節第１日","07/05(水)","19:00","群馬","vs","熊本","正田スタ"," ","ＤＡＺＮ／群馬テレビ"
"2023","Ｊ２","第２４節第１日","07/05(水)","19:00","大宮","vs","千葉","ＮＡＣＫ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２４節第１日","07/05(水)","19:00","東京Ｖ","vs","長崎","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２４節第１日","07/05(水)","19:00","甲府","vs","秋田","ＪＩＴス"," ","ＤＡＺＮ"
"2023","Ｊ２","第２４節第１日","07/05(水)","19:00","磐田","vs","金沢","ヤマハ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２４節第１日","07/05(水)","19:00","岡山","vs","藤枝","Ｃスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２４節第１日","07/05(水)","19:00","山口","vs","山形","みらスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２４節第１日","07/05(水)","19:00","大分","vs","町田","レゾド"," ","ＤＡＺＮ"
"2023","Ｊ１","第２０節第１日","07/07(金)","19:00","新潟","vs","神戸","デンカＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２０節第２日","07/08(土)","18:00","名古屋","vs","横浜FM","豊田ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第２０節第２日","07/08(土)","18:30","広島","vs","鹿島","Ｅスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２０節第２日","07/08(土)","19:00","浦和","vs","FC東京","埼玉"," ","ＤＡＺＮ"
"2023","Ｊ１","第２０節第２日","07/08(土)","19:00","柏","vs","湘南","三協Ｆ柏"," ","ＤＡＺＮ"
"2023","Ｊ１","第２０節第２日","07/08(土)","19:00","川崎Ｆ","vs","横浜FC","等々力"," ","ＤＡＺＮ"
"2023","Ｊ１","第２０節第２日","07/08(土)","19:00","Ｇ大阪","vs","京都","パナスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第２０節第２日","07/08(土)","19:00","福岡","vs","札幌","ベススタ"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ１","第２０節第２日","07/08(土)","19:30","鳥栖","vs","Ｃ大阪","駅スタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１７節第１日","07/08(土)","17:00","YS横浜","vs","讃岐","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１７節第１日","07/08(土)","17:00","宮崎","vs","鳥取","ユニスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１７節第１日","07/08(土)","18:00","岩手","vs","北九州","いわスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１７節第１日","07/08(土)","18:30","琉球","vs","松本","タピスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１７節第１日","07/08(土)","19:00","八戸","vs","長野","プラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１７節第１日","07/08(土)","19:00","今治","vs","沼津","里山Ｓ"," ","ＤＡＺＮ／愛媛朝日テレビ（録）"
"2023","Ｊ２","第２５節第１日","07/09(日)","18:00","秋田","vs","熊本","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２５節第１日","07/09(日)","18:00","いわき","vs","水戸","いわきＧ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２５節第１日","07/09(日)","18:00","栃木","vs","仙台","カンセキ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２５節第１日","07/09(日)","18:00","町田","vs","東京Ｖ","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２５節第１日","07/09(日)","18:00","藤枝","vs","甲府","藤枝サ"," ","ＤＡＺＮ"
"2023","Ｊ２","第２５節第１日","07/09(日)","18:00","長崎","vs","山口","トラスタ"," ","ＤＡＺＮ"
